window_id,unlock_id,acceleration_x,acceleration_y,speed_x,speed_y,orientation,velocity,acceleration_mag,TIMESTAMP
1,1,-0.471185743808746,-0.299855262041092,0.223328809936834,-0.0465818615804815,72.9568786621094,0.228135107285367,2.04983568191528,1495016194.983
2,1,-0.496231704950333,-0.69741952419281,0.211097184536818,-0.063772569633765,71.7527313232422,0.220519754119817,1.23298573493958,1495016195.14
3,1,0.167024344205856,-0.477422326803207,0.215214158494229,-0.075540526547358,69.7080230712891,0.228086617685982,1.38032281398773,1495016195.297
4,1,0.0359226353466511,0.276415050029755,0.216145309279487,-0.0683755708471831,67.1526718139648,0.226702477737239,0.99695360660553,1495016195.458
5,1,-0.0600707307457924,0.620412468910217,0.214645703701973,-0.0528875954690538,63.2027359008789,0.221065320374349,0.898092150688171,1495016195.616
6,1,0.315959692001343,-0.290025323629379,0.222533320691351,-0.0601277869489188,61.9744491577148,0.230513404341904,1.14743590354919,1495016195.774
7,1,0.365587800741196,-0.760430157184601,0.232127828171087,-0.0800845601676434,60.485481262207,0.245554200511151,1.07529485225677,1495016195.936
8,1,-0.0227774754166603,-0.0527274198830128,0.231544725912601,-0.0814343795420688,61.2749938964844,0.245447587621763,0.820263087749481,1495016196.096
9,1,0.344627201557159,0.803501307964325,0.239931588255834,-0.0618803372840706,61.8253059387207,0.247782854905979,1.02147197723389,1495016196.252
10,1,0.0693204030394554,0.427739143371582,0.241750831585202,-0.0506547593997993,59.143798828125,0.247000747411801,1.69933545589447,1495016196.414
11,1,-0.144591480493546,-0.764621138572693,0.238186793238221,-0.0695019214143495,57.6063232421875,0.248119861263449,2.00633978843689,1495016196.571
12,1,0.00194299593567848,-0.788932681083679,0.238236533839301,-0.0896985595280064,58.367015838623,0.25456330771964,1.37566637992859,1495016196.731
13,1,-0.0300027076154947,-0.0688130259513855,0.237468463700296,-0.0914601748823686,60.1870193481445,0.254472463818174,1.17740619182587,1495016196.891
14,1,0.0754261463880539,0.561233699321747,0.239375310185685,-0.0772716400269869,59.1474838256836,0.251538159091128,0.856063187122345,1495016197.05
15,1,0.0490741804242134,0.177017271518707,0.240631610552408,-0.0727399930141822,56.9294967651367,0.251385517842117,1.34605240821838,1495016197.21
16,1,0.450530201196671,-0.436873823404312,0.251878645408904,-0.0836461100883933,56.150390625,0.265404453138872,1.01092529296875,1495016197.368
17,1,-0.0450881272554398,-0.224857479333878,0.250709915868474,-0.0894746417769059,57.0051956176758,0.266197621018451,1.1110588312149,1495016197.529
18,1,0.133061945438385,0.386339217424393,0.253948107175901,-0.0800727027667688,58.1896476745605,0.26627294054522,0.69390869140625,1495016197.685
19,1,0.181001335382462,0.418414890766144,0.258816321130602,-0.0688190111529577,55.986442565918,0.267809530038887,0.932031452655792,1495016197.849
20,1,0.000402067613322288,-0.0705932155251503,0.258825610494679,-0.07044999574021,53.072437286377,0.26824223856011,1.79708445072174,1495016198.001
21,1,-0.279707580804825,-0.310726016759872,0.251394050040698,-0.0787056860991594,46.3122138977051,0.263426561721108,1.85703694820404,1495016198.164
